Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Effects of inaudible binaural beats on visuospatial memory.","Kim YJ; Kim KB; Kim JS; Kim HS; Choi MH; Yi JH; Chung SC","Neuroreport",="1473-558X",,="2023 Jun 07","34","10","501",,"37270841","10.1097/WNR.0000000000001916","Lippincott Williams & Wilkins","Journal Article","Electroencephalography; Brain Waves; Adult; Male; Female; Humans; Young Adult; Acoustic Stimulation; Brain physiology; Reaction Time physiology",,"Objectives: Binaural beats are auditory beat stimulation that produces sounds and induces a specific state of brain wave based on the difference in the frequency of stimulation. This study aimed to investigate the effects of inaudible binaural beats on visuospatial memory at 18 000 Hz reference and 10 Hz difference frequencies. Methods: Eighteen adult subjects in their twenties were enrolled, including 12 males (mean age: 23.8 ± 1.2) and 6 females (mean age: 22.8 ± 0.8). An auditory stimulator providing 10 Hz binaural beats stimulation via 18 000 Hz to the left and 18 010 Hz to the right ears was used. The experiment consisted of two 5-min phases, including a rest phase and a task phase involving task performance without (Task-only) and with binaural beats stimulation (Task+BB). A 3-back task was used to measure visuospatial memory. Cognitive ability measured by task performance (accuracy and reaction time) with and without binaural beats, as well as variations in alpha power across different brain domains, were compared using paired t-tests. Results: Compared to the Task-only condition, the Task+BB condition had significantly higher accuracy and significantly shorter reaction time. The electroencephalogram analysis showed that the reduction level in alpha power for the task performance under the Task+BB condition was significantly lower in all brain areas except the frontal, compared to that under the Task-only condition. Conclusion: The significance of this study lies in having verified the independent effects of binaural beats stimulation without any auditory influence, based on visuospatial memory. Copyright © 2023 Wolters Kluwer Health, Inc. All rights reserved.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=37270841&lang=es&site=ehost-live"
"Electrical brain responses to an auditory illusion and the impact of musical expertise.","Ioannou, Christos I.; Pereda, Ernesto; Lindsen, Job P.; Bhattacharya, Joydeep","PLoS ONE",="19326203",,="20150612","10","6",,,"2015-27955-001","10.1371/journal.pone.0129486","Public Library of Science","Journal Article","Brain; Electrical Activity; Experience Level; Illusions (Perception); Music Perception; Electroencephalography; Musicians; Adulthood (18 yrs & older); Male; Female",,"The presentation of two sinusoidal tones, one to each ear, with a slight frequency mismatch yields an auditory illusion of a beating frequency equal to the frequency difference between the two tones; this is known as binaural beat (BB). The effect of brief BB stimulation on scalp EEG is not conclusively demonstrated. Further, no studies have examined the impact of musical training associated with BB stimulation, yet musicians' brains are often associated with enhanced auditory processing. In this study, we analysed EEG brain responses from two groups, musicians and non-musicians, when stimulated by short presentation (1 min) of binaural beats with beat frequency varying from 1 Hz to 48 Hz. We focused our analysis on alpha and gamma band EEG signals, and they were analysed in terms of spectral power, and functional connectivity as measured by two phase synchrony based measures, phase locking value and phase lag index. Finally, these measures were used to characterize the degree of centrality, segregation and integration of the functional brain network. We found that beat frequencies belonging to alpha band produced the most significant steady-state responses across groups. Further, processing of low frequency (delta, theta, alpha) binaural beats had significant impact on cortical network patterns in the alpha band oscillations. Altogether these results provide a neurophysiological account of cortical responses to BB stimulation at varying frequencies, and demonstrate a modulation of cortico- cortical connectivity in musicians' brains, and further suggest a kind of neuronal entrainment of a linear and nonlinear relationship to the beating frequencies. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2015-27955-001&lang=es&site=ehost-live"
"Electrophysiological measurement of binaural beats: effects of primary tone frequency and observer age.","Grose JH; Mamo SK","Ear and hearing",="1538-4667",,="2012 Mar-Apr","33","2","187",,"21926628","10.1097/AUD.0b013e318230bbbd","Williams And Wilkins","Clinical Trial","Aging physiology; Auditory Perceptual Disorders diagnosis; Electroencephalography standards; Evoked Potentials, Auditory; Pitch Perception physiology; Time Perception physiology; Acoustic Stimulation methods; Acoustic Stimulation standards; Adult; Aged; Artifacts; Auditory Cortex physiology; Auditory Perceptual Disorders physiopathology; Dichotic Listening Tests methods; Dichotic Listening Tests standards; Electroencephalography methods; Female; Humans; Male; Middle Aged; Reproducibility of Results; Sensitivity and Specificity; Signal-To-Noise Ratio; Young Adult",,"Objective: The purpose of this study was to determine the reliability of the electrophysiological binaural beat steady state response as a gauge of temporal fine structure coding, particularly as it relates to the aging auditory system. The hypothesis was that the response would be more robust in a lower, than in a higher, frequency region and in younger, than in older, adults. Design: Two experiments were undertaken. The first measured the 40 Hz binaural beat steady state response elicited by tone pairs in two frequency regions: lower (390 and 430 Hz tone pair) and higher (810 and 850 Hz tone pair). Frequency following responses (FFRs) evoked by the tones were also recorded. Ten young adults with normal hearing participated. The second experiment measured the binaural beat and FFRs in older adults but only in the lower frequency region. Fourteen older adults with relatively normal hearing participated. Response metrics in both experiments included response component signal-to-noise ratio (F statistic) and magnitude-squared coherence. Results: Experiment 1 showed that FFRs were elicited in both frequency regions but were more robust in the lower frequency region. Binaural beat responses elicited by the lower frequency pair of tones showed greater amplitude fluctuation within a participant than the respective FFRs. Experiment 2 showed that older adults exhibited similar FFRs to younger adults, but proportionally fewer older participants showed binaural beat responses. Age differences in onset responses were also observed. Conclusions: The lower prevalence of the binaural beat response in older adults, despite the presence of FFRs, provides tentative support for the sensitivity of this measure to age-related deficits in temporal processing. However, the lability of the binaural beat response advocates caution in its use as an objective measure of fine structure coding.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=21926628&lang=es&site=ehost-live"
"Event-related potentials to single-cycle binaural beats and diotic amplitude modulation of a tone.","Ungan, Pekcan; Yagcioglu, Suha; Ayik, Ece","Experimental Brain Research",="00144819",,="20190801","237","8","1931","15","2019-41577-002","10.1007/s00221-019-05562-7","Springer","Journal Article","Electroencephalography; Evoked Potentials; Masking; Responses; Stimulation; Ear (Anatomy); Subliminal Perception; Subliminal Stimulation; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Male; Female",,"When two tones with slightly different frequencies are dichotically presented, binaural beats (BBs) are experienced. BBs resulting from the cycling change in interaural phase difference elicit electroencephalographic responses. Because they repeat at short periods, allowing poor recovery of the cortical responses, these steady-state responses have small amplitudes, and their various wave components intermingle and might mask each other. Using single-cycle BBs separated by relatively long inter-onset intervals would be a solution, but introducing a transient interaural frequency shift requires response subtraction which may not be acceptable for non-additive brain responses. The proposed stimulation method employs transient and monaurally subthreshold frequency shifts in opposite directions in the two ears to produce single-cycle BBs of a 250 Hz tone. These shifts are perceived as distinct BBs when presented dichotically, but remain subthreshold when presented monotically. Therefore, no frequency-shift response is elicited, and the specific BB response is obtained with no need for waveform subtraction. We recorded from 19 normal hearing participants the event-related potentials (ERPs) to single-cycle BBs and also to temporary diotic amplitude modulation (AM) with matched perceptual salience. The ERPs to single-cycle BBs presented at 2 s inter-onset intervals had N1-P2 responses with up to seven times larger amplitudes than the conventional steady-state BB responses in the literature. Significant differences were found between the scalp potential distributions of the N1 responses to BB and AM stimuli, suggesting that the cortical sites, where envelope-based level processing and temporal fine structure-based spatial processing of the stimulus take place, are not totally overlapped. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2019-41577-002&lang=es&site=ehost-live"
"Exploratory study of the effect of binaural beat stimulation on the EEG activity pattern in resting state using artificial neural networks.","da Silva Junior, Maurício; de Freitas, Rafaela Covello; dos Santos, Wellington Pinheiro; da Silva, Washington Wagner Azevedo; Rodrigues, Marcelo Cairrão Araújo; Conde, Erick Francisco Quintas","Cognitive Systems Research",="22144366",,="20190501","54",,"1","20","2019-02723-002","10.1016/j.cogsys.2018.11.002","Elsevier Science","Journal Article","Anxiety; Auditory Stimulation; Electroencephalography; Physiological Correlates; Artificial Neural Networks; Machine Learning; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Male; Female",,"Anxiety disorders afflict almost 7.3 percent of the world’s population. One in 14 people will experience anxiety disorder at the given year. When associated with mood disorders, anxiety can also trigger or increase other diseases’ symptoms and effects, like depression and suicidal behavior. Binaural beats are a low-frequency type of acoustic stimulation perceived when the individual is subjected to two slightly different wave frequencies, from 200 to 900 Hz. Binaural beats can contribute to anxiety reduction and modification of other psychological conditions and states, modifying cognitive processes and mood states. In this work, we applied a 5 Hz binaural beat to 6 different subjects, to detect a relevant change in their brainwaves before and after the stimuli. We applied 20 min stimuli in 10 separated sessions. We assessed the differences using a Multi-Layer Perceptron classifier in comparison with non-parametric tests and Low-Resolution Brain Electromagnetic Tomography (eLORETA). eLORETA showed remarkable changes in High Alpha. Both eLORETA and MLP approaches revealed outstanding modifications in high Beta. MLP evinced significant changes in Theta brainwaves. Our study evidenced high Alpha modulation at the limbic lobe, implicating in a possible reduction of sympathetic system activation in the studied sample. Our main results on eLORETA suggest a strong increase in the current distribution, mostly in Alpha 2, at the Anterior Cingulate, which is related to the monitoring of mistakes regarding social conduct, recognition and expression of emotions. We also found that MLPs are able of evincing the main differences with high separability in Delta and Theta. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2019-02723-002&lang=es&site=ehost-live"
"First Longitudinal Study Using Binaural Beats on Parkinson Disease.","González D; Bruña R; Martínez-Castrillo JC; López JM; de Arcas G","International journal of neural systems",="1793-6462",,="2023 May","33","6","2350027",,"37085963","10.1142/S0129065723500272","World Scientific Pub. Co","Journal Article","Parkinson Disease diagnosis; Humans; Infant, Newborn; Longitudinal Studies; Quality of Life; Electroencephalography methods; Auditory Perception",,"This paper describes a longitudinal study to analyze the effects of acoustic stimulation with Binaural Beats (BBs) at 14[Formula: see text]Hz (beta band) in patients with Parkinson's Disease (PD). Participants ([Formula: see text], age [Formula: see text], stage [Formula: see text] Hoehn and Yahr scale) listened to binaural stimulation for 10[Formula: see text]min a day, 3 days a week, during six months and were assessed 3 times during this period using electroencephalography (EEG), cognitive (PD-CRS), quality of life (PDQ-39) and wearing-off (WOQ-19) tests. During each assessment (basal, and after 3 and 6 months), the relative power in theta band was analyzed before, during and after the stimulation. Focusing the analysis on the motor cortex, the results obtained have confirmed the initial hypothesis for the first session, but they have shown a habituation effect which decreases its efficiency with time. Also, different reactions have been detected among individuals, with some reacting as expected from the beginning, while others would react in an opposite way at the beginning but they have shown afterwards a tendency towards the expected outcome. Anyhow, the relative power of the theta band was reduced between the first and the last session for more than half of the participants, although with very different values. Subtle changes have also been observed in some items of the PD-CRS, PDQ-39 and WOQ-19 tests.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=37085963&lang=es&site=ehost-live"
"Frequency-following response effect according to gender using a 10-Hz binaural beat stimulation.","Kim KB; Jung JJ; Lee JH; Kim YJ; Kim JS; Choi MH; Kim HS; Yi JH; Min BC; Chung SC","Technology and health care : official journal of the European Society for Engineering and Medicine",="1878-7401",,="2023","31","S1","3",,"37038776","10.3233/THC-236001","IOS Press","Journal Article","Evoked Potentials, Auditory physiology; Electroencephalography methods; Adult; Humans; Male; Female; Acoustic Stimulation methods; Brain physiology; Head",,"Background: Several studies have continuously investigated FFRs using binaural beat (BB) stimulations and their related effects. However, only a few studies have investigated the differences in BB stimulation effects according to basic demographic characteristics, such as gender and age. Objective: This study aimed to determine the alpha wave activity after a 10-Hz BB stimulation and subsequently identify differences according to gender across all brain areas (frontal, central, parietal, temporal, and occipital areas). Methods: A total of 23 healthy adults (11 male and 12 female), aged 20-29, participated in the study. For the 10-Hz BB stimulation, pure tone auditory stimuli of 250 and 260 Hz were given to the left and right ear, respectively. Through a power spectrum analysis of the phase-excluding BBs (non-BBs) and phase-including 10-Hz BBs (α-BBs), the alpha power at each brain area was estimated. These values were compared using a mixed-design ANOVA. Results: With the exception of the temporal area, all other brain areas showed a significant increase in alpha power for α-BBs compared to those of non-BBs. However, the difference according to gender was not significant. Conclusion: The results indicated the lack of gender effects in alpha wave generation through a 10-Hz BB stimulation.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=37038776&lang=es&site=ehost-live"
"Human auditory steady state responses to binaural and monaural beats.","Schwarz DW; Taylor P","Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology",="1388-2457",,="2005 Mar","116","3","658",,"15721080","10.1016/j.clinph.2004.09.014","Elsevier","Comparative Study","Auditory Cortex physiology; Auditory Perception physiology; Evoked Potentials, Auditory physiology; Functional Laterality physiology; Acoustic Stimulation methods; Adolescent; Adult; Analysis of Variance; Attention physiology; Brain Mapping; Dichotic Listening Tests methods; Dose-Response Relationship, Radiation; Ear physiology; Electroencephalography methods; Female; Humans; Male; Middle Aged; Nonlinear Dynamics; Reaction Time physiology",,"Objective: Binaural beat sensations depend upon a central combination of two different temporally encoded tones, separately presented to the two ears. We tested the feasibility to record an auditory steady state evoked response (ASSR) at the binaural beat frequency in order to find a measure for temporal coding of sound in the human EEG. Methods: We stimulated each ear with a distinct tone, both differing in frequency by 40Hz, to record a binaural beat ASSR. As control, we evoked a beat ASSR in response to both tones in the same ear. We band-pass filtered the EEG at 40Hz, averaged with respect to stimulus onset and compared ASSR amplitudes and phases, extracted from a sinusoidal non-linear regression fit to a 40Hz period average. Results: A 40Hz binaural beat ASSR was evoked at a low mean stimulus frequency (400Hz) but became undetectable beyond 3kHz. Its amplitude was smaller than that of the acoustic beat ASSR, which was evoked at low and high frequencies. Both ASSR types had maxima at fronto-central leads and displayed a fronto-occipital phase delay of several ms. Conclusions: The dependence of the 40Hz binaural beat ASSR on stimuli at low, temporally coded tone frequencies suggests that it may objectively assess temporal sound coding ability. The phase shift across the electrode array is evidence for more than one origin of the 40Hz oscillations. Significance: The binaural beat ASSR is an evoked response, with novel diagnostic potential, to a signal that is not present in the stimulus, but generated within the brain.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=15721080&lang=es&site=ehost-live"
"Human auditory steady state responses to binaural and monaural beats.","Schwarz, D. W. F.; Taylor, P.","Clinical Neurophysiology",="13882457",,="20050301","116","3","658","11","2005-04075-008","10.1016/j.clinph.2004.09.014","Elsevier Science","Journal Article","Auditory Cortex; Auditory Evoked Potentials; Auditory Stimulation; Response Frequency; Temporal Lobe; Auditory Localization; Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Male; Female",,"Objective: Binaural beat sensations depend upon a central combination of two different temporally encoded tones, separately presented to the two ears. We tested the feasibility to record an auditory steady state evoked response (ASSR) at the binaural beat frequency in order to find a measure for temporal coding of sound in the human EEG. Methods: We stimulated each ear with a distinct tone, both differing in frequency by 40Hz, to record a binaural beat ASSR. As control, we evoked a beat ASSR in response to both tones in the same ear. We band-pass filtered the EEG at 40Hz, averaged with respect to stimulus onset and compared ASSR amplitudes and phases, extracted from a sinusoidal non-linear regression fit to a 40Hz period average. Results: A 40Hz binaural beat ASSR was evoked at a low mean stimulus frequency (400Hz) but became undetectable beyond 3kHz. Its amplitude was smaller than that of the acoustic beat ASSR, which was evoked at low and high frequencies. Both ASSR types had maxima at fronto-central leads and displayed a fronto-occipital phase delay of several ms. Conclusions: The dependence of the 40Hz binaural beat ASSR on stimuli at low, temporally coded tone frequencies suggests that it may objectively assess temporal sound coding ability. The phase shift across the electrode array is evidence for more than one origin of the 40Hz oscillations. Significance: The binaural beat ASSR is an evoked response, with novel diagnostic potential, to a signal that is not present in the stimulus, but generated within the brain. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2005-04075-008&lang=es&site=ehost-live"
"Intracranial electroencephalography power and phase synchronization changes during monaural and binaural beat stimulation.","Becher, Ann‐Katrin; Höhne, Marlene; Axmacher, Nikolai; Chaieb, Leila; Elger, Christian E.; Fell, Juergen","European Journal of Neuroscience",="0953816X",,="20150101","41","2","254","10","2015-02475-011","10.1111/ejn.12760","Wiley-Blackwell Publishing Ltd.","Journal Article","Auditory Stimulation; Electroencephalography; Epilepsy; Neurotherapy; Adulthood (18 yrs & older); Male; Female",,"Auditory stimulation with monaural or binaural auditory beats (i.e. sine waves with nearby frequencies presented either to both ears or to each ear separately) represents a non‐invasive approach to influence electrical brain activity. It is still unclear exactly which brain sites are affected by beat stimulation. In particular, an impact of beat stimulation on mediotemporal brain areas could possibly provide new options for memory enhancement or seizure control. Therefore, we examined how electroencephalography (EEG) power and phase synchronization are modulated by auditory stimulation with beat frequencies corresponding to dominant EEG rhythms based on intracranial recordings in presurgical epilepsy patients. Monaural and binaural beat stimuli with beat frequencies of 5, 10, 40 and 80 Hz and non‐superposed control signals were administered with low amplitudes (60 dB SPL) and for short durations (5 s). EEG power was intracranially recorded from mediotemporal, temporo‐basal and temporo‐lateral and surface sites. Evoked and total EEG power and phase synchronization during beat vs. control stimulation were compared by the use of Bonferroni‐corrected non‐parametric label‐permutation tests. We found that power and phase synchronization were significantly modulated by beat stimulation not only at temporo‐basal, temporo‐lateral and surface sites, but also at mediotemporal sites. Generally, more significant decreases than increases were observed. The most prominent power increases were seen after stimulation with monaural 40‐Hz beats. The most pronounced power and synchronization decreases resulted from stimulation with monaural 5‐Hz and binaural 80‐Hz beats. Our results suggest that beat stimulation offers a non‐invasive approach for the modulation of intracranial EEG characteristics. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2015-02475-011&lang=es&site=ehost-live"
"Intracranial electroencephalography power and phase synchronization changes during monaural and binaural beat stimulation.","Becher AK; Höhne M; Axmacher N; Chaieb L; Elger CE; Fell J","The European journal of neuroscience",="1460-9568",,="2015 Jan","41","2","254",,"25345689","10.1111/ejn.12760","Wiley-Blackwell","Journal Article","Auditory Perception physiology; Brain physiology; Acoustic Stimulation methods; Adult; Alpha Rhythm physiology; Brain physiopathology; Ear; Electrodes, Implanted; Electroencephalography; Epilepsy, Temporal Lobe physiopathology; Female; Gamma Rhythm physiology; Humans; Male; Signal Processing, Computer-Assisted; Theta Rhythm physiology",,"Auditory stimulation with monaural or binaural auditory beats (i.e. sine waves with nearby frequencies presented either to both ears or to each ear separately) represents a non-invasive approach to influence electrical brain activity. It is still unclear exactly which brain sites are affected by beat stimulation. In particular, an impact of beat stimulation on mediotemporal brain areas could possibly provide new options for memory enhancement or seizure control. Therefore, we examined how electroencephalography (EEG) power and phase synchronization are modulated by auditory stimulation with beat frequencies corresponding to dominant EEG rhythms based on intracranial recordings in presurgical epilepsy patients. Monaural and binaural beat stimuli with beat frequencies of 5, 10, 40 and 80 Hz and non-superposed control signals were administered with low amplitudes (60 dB SPL) and for short durations (5 s). EEG power was intracranially recorded from mediotemporal, temporo-basal and temporo-lateral and surface sites. Evoked and total EEG power and phase synchronization during beat vs. control stimulation were compared by the use of Bonferroni-corrected non-parametric label-permutation tests. We found that power and phase synchronization were significantly modulated by beat stimulation not only at temporo-basal, temporo-lateral and surface sites, but also at mediotemporal sites. Generally, more significant decreases than increases were observed. The most prominent power increases were seen after stimulation with monaural 40-Hz beats. The most pronounced power and synchronization decreases resulted from stimulation with monaural 5-Hz and binaural 80-Hz beats. Our results suggest that beat stimulation offers a non-invasive approach for the modulation of intracranial EEG characteristics. © 2014 Federation of European Neuroscience Societies and John Wiley & Sons Ltd.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=25345689&lang=es&site=ehost-live"
"Modulation of item and source memory by auditory beat stimulation: A pilot study with intracranial EEG.","Derner, Marlene; Chaieb, Leila; Surges, Rainer; Staresina, Bernhard P.; Fell, Juergen","Frontiers in Human Neuroscience",="16625161",,="20181211","12",,,,"2018-66586-001","10.3389/fnhum.2018.00500","Frontiers Media S.A.","Journal Article","Auditory Stimulation; Brain Stimulation; Long Term Memory; Memory; Stimulation; Electrical Brain Stimulation; Electroencephalography; Epilepsy; Associative Memory; Adulthood (18 yrs & older); Male; Female",,"Auditory beat stimulation is an upcoming technique for non-invasive brain stimulation. Its influence on mediotemporal regions and memory processes has not yet been thoroughly investigated. A recent study suggests that auditory beats are able to alter intracranial EEG (iEEG) power and phase synchronization. 5 Hz binaural beat stimulation increased temporo-lateral phase synchronization, while 5 Hz monaural beat stimulation decreased mediotemporal synchronization. Based on the relevance of phase synchronization for memory operations, we hypothesized that 5 Hz binaural beat stimulation enhances, while 5 Hz monaural beat stimulation decreases long-term memory performance. We analyzed data from presurgical epilepsy patients with implanted depth electrodes in the hippocampus and rhinal cortex. 5 Hz monaural and binaural beat vs. control stimulation was applied while patients performed an associative learning task involving item and source recognition. We evaluated behavioral effects for item (hits minus false alarms) and source memory (correct minus incorrect) and the impact of auditory beats on iEEG power, rhinal-hippocampal phase synchronization and inter-trial phase locking. A three-way repeated measures ANOVA (encoding/retrieval, item/source, monaural/binaural/control) revealed a main effect of stimulation (p = 0.03) and a linear effect in the expected direction: binaural > control > monaural (p = 0.036). Both monaural and binaural stimulation were associated with increased phase locking of 5 Hz oscillations within rhinal cortex. These phase locking increases, however, corresponded to reverse phase shifts. Our data suggest that binaural vs. monaural 5 Hz stimulation increases vs. decreases long-term memory performance. These behavioral effects appear to be related to reverse phase shifts within rhinal cortex. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2018-66586-001&lang=es&site=ehost-live"
"Modulation of Item and Source Memory by Auditory Beat Stimulation: A Pilot Study With Intracranial EEG.","Derner M; Chaieb L; Surges R; Staresina BP; Fell J","Frontiers in human neuroscience",="1662-5161",,="2018 Dec 11","12",,"500",,"30618681","10.3389/fnhum.2018.00500","Frontiers Research Foundation","Journal Article",,,"Auditory beat stimulation is an upcoming technique for non-invasive brain stimulation. Its influence on mediotemporal regions and memory processes has not yet been thoroughly investigated. A recent study suggests that auditory beats are able to alter intracranial EEG (iEEG) power and phase synchronization. 5 Hz binaural beat stimulation increased temporo-lateral phase synchronization, while 5 Hz monaural beat stimulation decreased mediotemporal synchronization. Based on the relevance of phase synchronization for memory operations, we hypothesized that 5 Hz binaural beat stimulation enhances, while 5 Hz monaural beat stimulation decreases long-term memory performance. We analyzed data from presurgical epilepsy patients with implanted depth electrodes in the hippocampus and rhinal cortex. 5 Hz monaural and binaural beat vs. control stimulation was applied while patients performed an associative learning task involving item and source recognition. We evaluated behavioral effects for item (hits minus false alarms) and source memory (correct minus incorrect) and the impact of auditory beats on iEEG power, rhinal-hippocampal phase synchronization and inter-trial phase locking. A three-way repeated measures ANOVA (encoding/retrieval, item/source, monaural/binaural/control) revealed a main effect of stimulation ( p = 0.03) and a linear effect in the expected direction: binaural > control > monaural ( p = 0.036). Both monaural and binaural stimulation were associated with increased phase locking of 5 Hz oscillations within rhinal cortex. These phase locking increases, however, corresponded to reverse phase shifts. Our data suggest that binaural vs. monaural 5 Hz stimulation increases vs. decreases long-term memory performance. These behavioral effects appear to be related to reverse phase shifts within rhinal cortex.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=30618681&lang=es&site=ehost-live"
"Modulatory effect of association of brain stimulation by light and binaural beats in specific brain waves.","Calomen, Mauricio Rocha; da Silva, Vernon Furtado; Velasque, Bruna Brandão; Feijó, Olavo Guimarães; Bittencourt, Juliana Marques; de Souza e Silva, Alair Pedro Ribeiro","Clinical Practice and Epidemiology in Mental Health",="17450179",,="20170914","13",,,,"2017-42822-001",,"Bentham Science Publishers Ltd.","Journal Article","Auditory Stimulation; Brain Stimulation; Illumination; Parkinson's Disease; Age Differences; Alzheimer's Disease; Autism Spectrum Disorders; Dementia; Intellectual Development Disorder; Childhood (birth-12 yrs); Adulthood (18 yrs & older); Aged (65 yrs & older); Male; Female",,"Introduction: One of the positive effects of brain stimulation is interhemispheric modulation as shown in some scientific studies. This study examined if a type of noninvasive stimulation using binaural beats with led-lights and sound would show different modulatory effects upon Alfa and SMR brain waves of elderlies and children with some disease types. Subjects: The sample included 75 individuals of both genders, being, randomly, divided in 6 groups. Groups were named elderly without dementia diagnosis (EWD), n = 15, 76 ± 8 years, elderly diagnosed with Parkinson’s disease (EDP), n = 15, 72 ± 7 years, elderly diagnosed with Alzheimer’s disease (EDA), n = 15, 81 ± 6 years. The other groups were named children with Autism (CA), n = 10, 11 ± 4 years, children with Intellectual Impairment (CII), n = 10, 12 ± 5 years and children with normal cognitive development (CND), n = 10, 11 ± 4 years. Instruments and procedure: Instruments were the Mini Mental State Examination Test (MMSE), EEG-Neurocomputer instrument for brain waves registration, brain stimulator, Digit Span Test and a Protocol for working memory training. Data collection followed a pre and post-conjugated stimulation version. Results: The results of the inferential statistics showed that the stimulation protocol had different effects on Alpha and SMR brain waves of the patients. Also, indicated gains in memory functions, for both, children and elderlies as related to gains in brain waves modulation. Conclusion: The results may receive and provide support to a range of studies examining brain modulation and synaptic plasticity. Also, it was emphasized in the results discussion that there was the possibility of the technique serving as an accessory instrument to alternative brain therapies. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=psyh&AN=2017-42822-001&lang=es&site=ehost-live"
"Neural consequences of binaural beat stimulation on auditory sentence comprehension: an EEG study.","Kim J; Kim HW; Kovar J; Lee YS","Cerebral cortex (New York, N.Y. : 1991)",="1460-2199",,="2024 Jan 14","34","1",,,"38044462","10.1093/cercor/bhad459","Oxford University Press","Randomized Controlled Trial","Comprehension; Electroencephalography methods; Young Adult; Humans; Language; Cognition; Reaction Time; Acoustic Stimulation methods",,"A growing literature has shown that binaural beat (BB)-generated by dichotic presentation of slightly mismatched pure tones-improves cognition. We recently found that BB stimulation of either beta (18 Hz) or gamma (40 Hz) frequencies enhanced auditory sentence comprehension. Here, we used electroencephalography (EEG) to characterize neural oscillations pertaining to the enhanced linguistic operations following BB stimulation. Sixty healthy young adults were randomly assigned to one of three listening groups: 18-Hz BB, 40-Hz BB, or pure-tone baseline, all embedded in music. After listening to the sound for 10 min (stimulation phase), participants underwent an auditory sentence comprehension task involving spoken sentences that contained either an object or subject relative clause (task phase). During the stimulation phase, 18-Hz BB yielded increased EEG power in a beta frequency range, while 40-Hz BB did not. During the task phase, only the 18-Hz BB resulted in significantly higher accuracy and faster response times compared with the baseline, especially on syntactically more complex object-relative sentences. The behavioral improvement by 18-Hz BB was accompanied by attenuated beta power difference between object- and subject-relative sentences. Altogether, our findings demonstrate beta oscillations as a neural correlate of improved syntactic operation following BB stimulation. © The Author(s) 2023. Published by Oxford University Press. All rights reserved. For permissions, please e-mail: journals.permission@oup.com.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=ip,shib,uid&db=cmedm&AN=38044462&lang=es&site=ehost-live"
